species,latitude_year_coef,latitude_year_SE,latitude_pvalue,latitude_rsquared,latitude_rsquared_adj,longitude_year_coef,longitude_year_SE,longitude_pvalue,longitude_rsquared,longitude_rsquared_adj
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BATHYANTHIAS MEXICANUS,0.023424660608578465,0.1295537007523213,0.8861228395816759,0.03165745380966371,-0.9366850923806727,-0.49214874473011433,0.34604654579922367,0.3901373179067795,0.6691659978326174,0.33833199566523486
BATHYTOSHIA CENTROURA,0.21682957391438104,0.10506574126199288,0.09398357751756656,0.45998896044591786,0.3519867525351015,-0.49092448802255534,0.7078342796833689,0.5188524369801183,0.08776160408699607,-0.09468607509560467
BELLATOR BRACHYCHIR,0.12388345967094107,0.15267827550032517,0.4765340915833565,0.17996338326270703,-0.09338215564972385,0.7522216062932698,0.40247769473935496,0.15841391519913384,0.5379693341885745,0.38395911225143275
BELLATOR EGRETTA,-0.018422073234894528,0.11808223552538186,0.8791291784130432,0.0024280192083542857,-0.09732917887081038,0.07420271346242716,0.12865518886196678,0.5768556371733222,0.03219388026752721,-0.06458673170572005
BELLATOR MILITARIS,-0.038589427146443284,0.05522836807813592,0.5006507681004811,0.04654902707681812,-0.04879607021550014,-0.00546213414754325,0.03704149657863462,0.8856997978574799,0.002169723292691533,-0.09761330437803939
BEMBROPS ANATIROSTRIS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BODIANUS PULCHELLUS,0.27774999999998806,0.5523798700473239,0.7033960058899855,0.2018085342699826,-0.5963829314600348,-0.04074999999966371,2.724660257873726,0.9904794288980376,2.236317070943533e-4,-0.9995527365858112
BOLLMANNIA BOQUERONENSIS,-0.3062903225806357,0.38982317691643703,0.5760301254640579,0.38170452346337236,-0.23659095307325528,1.5440806451612341,2.081282535721034,0.5936520706216624,0.35500487160355043,-0.28999025679289914
BOLLMANNIA COMMUNIS,-0.011747986861719387,0.027669955458381246,0.680135942439968,0.01770724214967422,-0.08052203363535848,-0.08167097901451395,0.12761300944327397,0.5365660565992783,0.039347047013300135,-0.056718248285369866
BOTHUS LUNATUS,-0.020444444444443807,NA,NA,1,NA,1.0069999999999724,NA,NA,1,NA
BOTHUS OCELLATUS,-0.0503643326537033,0.0905790398900202,0.5904160951336384,0.029989362811853135,-0.06701170090696151,9.603843141486583e-4,0.0500407658775343,0.9850654421866998,3.6832078205596366e-5,-0.09995948471397398
BOTHUS ROBINSI,-0.03657302999892455,0.03367698520335613,0.30296598492306337,0.10549638373314132,0.016046022106455338,-0.013127463534740393,0.023165594523876926,0.5834263306341767,0.03111341508942732,-0.0657752434016301
BREGMACEROS ATLANTICUS,-0.033546206804538105,0.04301459607581299,0.4535244679036581,0.05733409246518738,-0.036932498288293925,-0.024853157405148877,0.09452407847462162,0.7979427533664378,0.0068657219062869335,-0.09244770590308438
BREGMACEROS CANTORI,-0.005581653225805069,0.1482702125331077,0.9714274023201017,2.8335103476992673e-4,-0.199659978758276,0.1525498991935757,0.7407407283041083,0.8449587012135027,0.008411104943780884,-0.18990667406746287
BREVOORTIA GUNTERI,0.09133752913752194,NA,NA,1,NA,0.27077855477851864,NA,NA,1,NA
BREVOORTIA PATRONUS,-0.08894534275468706,0.04131318946414033,0.05678089499817185,0.3167161116646891,0.24838772283115784,-0.0656272523147644,0.11076043640731884,0.5666616782393334,0.033916708411975416,-0.0626916207468271
BREVOORTIA TYRANNUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BROTULA BARBATA,6.529704264481638e-4,0.049135805854336564,0.9896870711899155,1.9621844376420157e-5,-0.11108930906180392,0.03393114885134463,0.1880725256532089,0.8608236897727839,0.0036035956777041114,-0.10710711591366229
CALAMUS ARCTIFRONS,-0.03650389849280291,0.08053134875930969,0.6600182740586675,0.02013332654956237,-0.07785334079548156,0.008320792534272535,0.04015698146742184,0.8400070523577762,0.004275103497154833,-0.09529738615312966
CALAMUS BAJONADO,-0.156028131321709,0.07134692040579943,0.053616886276018794,0.3235246248530552,0.2558770873383607,0.11240204893937507,0.061311721905922094,0.0966545636574457,0.2515499568435842,0.1767049525279425
CALAMUS CALAMUS,0.609178852051759,0.08595279453617508,0.0057774290133379164,0.943641594608365,0.9248554594778201,-0.5825215164726589,0.8397124109286551,0.5377491929653812,0.13823839546983413,-0.14901547270688775
CALAMUS LEUCOSTEUS,0.00966416707509802,0.04471819965453055,0.8332445982813221,0.0046487543950712576,-0.09488637016542167,0.052174437845335084,0.17875820194108394,0.776350060097373,0.008446942921303909,-0.09070836278656591
CALAMUS NODOSUS,-0.058793525257947364,0.048615186471247636,0.2543374200058464,0.12759489246462039,0.04035438171108241,0.03213345102407153,0.02505534351389195,0.22859795436544939,0.1412478523190181,0.05537263755091992
CALAMUS PENNA,0.08725191677716407,0.13279283400858563,0.5259793810282885,0.04138517673021957,-0.054476305596758534,-0.09104928123432965,0.11925422855553926,0.4628040767010131,0.05508078837155703,-0.039411132791287384
CALAMUS PRORIDENS,-0.040486446257271956,0.03270042469592744,0.24395699830979042,0.1329150549366373,0.046206560430301025,0.019382370607647293,0.0161891895622009,0.25882221605015404,0.1253685643675624,0.03790542080431858
CANTHERHINES MACROCERUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANTHERHINES PULLUS,0.7939999999998774,NA,NA,1,NA,-3.8579999999993664,NA,NA,1,NA
CANTHIDERMIS MACULATUS,-0.30599999999989563,NA,NA,1,NA,-0.15849999999995168,NA,NA,1,NA
CANTHIGASTER JAMESTYLERI,-0.05599024712977421,0.198196178052358,0.7870530481178936,0.013126366127709017,-0.15135257285100612,0.01867771644740174,0.08344789888437416,0.8303201143287713,0.008280458107467569,-0.15700613220795456
CANTHIGASTER ROSTRATA,0.10802747768562683,0.09484183364626704,0.281241678093799,0.11483934096411305,0.026323275060524343,-0.05778811273232806,0.05017282546561989,0.2762035254902883,0.11712250477774244,0.028834755255516598
CARANX BARTHOLOMAEI,0.06899749242904187,0.05460117457289097,0.2532280463370057,0.21019839897183268,0.0785647988004714,0.19439831372546726,0.26597945780290044,0.49239653449835497,0.0817518528347122,-0.07128950502616926
CARANX CRYSOS,0.05136349220827651,0.047568627429444885,0.3055956747193769,0.10441753334255696,0.014859286676812578,-0.43728908735207467,0.2532104748409062,0.1148732876886538,0.22972968005962158,0.15270264806558365
CARANX HIPPOS,0.02438952900781904,0.13207871930677864,0.8580917785186707,0.004244279267193023,-0.12022518582440789,-0.3526939168876823,0.5067438217676226,0.5061417730431579,0.0570948621440392,-0.06076828008795587
CARANX RUBER,0.7806243386244606,0.36593926347637923,0.2790681660421801,0.8198384442863224,0.6396768885726447,-3.410264550265134,2.759065293557571,0.4330499607949714,0.6043911977479122,0.20878239549582434
CARCHARHINUS ACRONOTUS,0.09204208590858659,0.10586991534399692,0.40722227131641364,0.07747529999225536,-0.025027444453049608,-0.3947785611352159,0.3904554617931096,0.3383906201583304,0.10199952981220013,0.0022216997913334646
CARCHARHINUS BREVIPINNA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CARCHARHINUS FALCIFORMIS,0.09599999999998596,NA,NA,1,NA,-0.7024999999998897,NA,NA,1,NA
CARCHARHINUS ISODON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CARCHARHINUS LIMBATUS,0.1288859172025939,0.11588691293364706,0.34716936004166093,0.29193873739767395,0.05591831653023194,-0.48659065135208396,0.7578939398791278,0.5665433241999474,0.12080248051485075,-0.17226335931353232
CARCHARHINUS PLUMBEUS,0.22000000000000486,NA,NA,1,NA,1.0190000000000257,NA,NA,1,NA
CARCHARHINUS POROSUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAULOLATILUS CYANOPS,-0.10259170411764164,0.10652167797990554,0.3606559134070697,0.09343409078270741,-0.007295454685880776,0.203202278397,0.31301860897521444,0.5324431329507527,0.04473015382414626,-0.06141094019539306
CAULOLATILUS INTERMEDIUS,0.012012543222210733,0.03307554810702765,0.7240263890975078,0.01301861514829466,-0.08567952333687612,-0.061321016870234564,0.09901089354642074,0.5495442425732824,0.03694075283111483,-0.059365171885773727
CAULOLATILUS MICROPS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CENTROPRISTIS OCYURUS,0.09343498540786757,0.018816642331327772,5.653705589766811e-4,0.7114554262254859,0.6826009688480343,-0.07645430095007759,0.017326560595680867,0.001309212721034066,0.6606786672759994,0.6267465340035994
CENTROPRISTIS PHILADELPHICA,-0.014268221271087182,0.0076753501445365096,0.09267200985171953,0.2568237135544768,0.18250608490992448,-0.08375496578405568,0.03851225730169906,0.05472791653903134,0.3210943205661003,0.25320375262271033
CENTROPRISTIS STRIATA,-0.054301407678532046,0.03182702845494441,0.1221685425700711,0.24439074305034683,0.1604341589448297,0.05898299421152978,0.04144401273055037,0.18840565800066464,0.18370972489882362,0.09301080544313733
CEPHALOPHOLIS CRUENTATA,-0.0943933843630473,0.1309332724488264,0.5230552854421221,0.1476634258391976,-0.13644876554773644,0.041609167122291714,0.06830635530097756,0.5854536767029337,0.11007483720601932,-0.1865668837253076
CHAENOPSIS OCELLATA,0.582999999999912,NA,NA,1,NA,0.3209999999999249,NA,NA,1,NA
CHAETODIPTERUS FABER,0.10263912871932591,0.053752070390400065,0.08527641681455896,0.26719302385366617,0.19391232623903276,-0.22957796342313708,0.16991116283244465,0.20641845796110828,0.15438023541036677,0.06981825895140337
CHAETODON OCELLATUS,0.015767970065927322,0.026583184943010107,0.5662494754351179,0.03398758116885086,-0.06261366071426422,-0.023097031733862183,0.022622804435207963,0.33133636191847105,0.09439682674607071,0.003836509420677703
CHAETODON SEDENTARIUS,-0.09860428712854076,0.04649028217018362,0.05992610687572564,0.3102732332724658,0.24130055659971228,0.04181405509827527,0.051235233762437216,0.43344202764083317,0.062445837773010014,-0.03130957844968907
CHEILOPOGON CYANOPTERUS,-0.5569999999999073,NA,NA,1,NA,-0.4097499999999265,NA,NA,1,NA
CHEILOPOGON EXSILIENS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHEILOPOGON HETERURUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHEILOPOGON MELANURUS,-1.183404858299395,NA,NA,1,NA,-6.340805668015131,NA,NA,1,NA
CHILOMYCTERUS ANTILLARUM,0.21370535714299985,0.8400961908021568,0.8414188830327456,0.06077729538055912,-0.8784454092388818,1.5269464285713708,1.7374737761691936,0.5409997839271705,0.4357756214946479,-0.12844875701070424
CHILOMYCTERUS SCHOEPFII,-0.0038627490682346137,0.04109981771072734,0.9269778645929311,8.825305625106376e-4,-0.0990292163812383,-0.0391235670075836,0.08497005796640407,0.6550506627864268,0.020760320860439257,-0.07716364705351686
CHLOROSCOMBRUS CHRYSURUS,-0.015413340400463499,0.015557352785974433,0.34517774451136496,0.08938355591792702,-0.0016780884902802828,0.002503013937480911,0.046454135780071654,0.958090895483128,2.9023628031969625e-4,-0.0996807400916484
CHROMIS CYANEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHROMIS ENCHRYSURA,0.15444124531804965,0.06950321855848746,0.050516739470659155,0.3305488491324118,0.26360373404565285,-0.10044432868557396,0.050854972543970894,0.07649166177464163,0.2806310314038516,0.2086941345442367
CHROMIS INSOLATA,-1.436499999999987,NA,NA,1,NA,4.50899999999996,NA,NA,1,NA
CHROMIS SCOTTI,-0.021389958055759464,0.10248188673083623,0.8480354750832235,0.01431341399741761,-0.3142487813367765,0.05560535405871885,0.07960011958918223,0.5351103451716439,0.1399043662841724,-0.1467941782877702
CITHARICHTHYS CORNUTUS,-0.10446179519970766,0.14897240068328893,0.5058037194942672,0.06563307525768297,-0.06784791399121937,-0.4315708281653553,0.388471296372159,0.3032880803756751,0.14988727655641915,0.028442601778764898
CITHARICHTHYS DINOCEROS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CITHARICHTHYS GYMNORHINUS,-0.07474975766441559,0.0880471235785054,0.41575620522689793,0.06723009985219307,-0.026046890162587655,0.06184628094135433,0.05500373920920519,0.28710809569529516,0.11223785808872233,0.02346164389759453
CITHARICHTHYS MACROPS,0.04727340839777071,0.05702738232993752,0.426470741197607,0.06429897681765391,-0.02927112550058064,-0.12004128293792705,0.1563103151677773,0.4602562792016798,0.05569282750891955,-0.03873788974018866
CITHARICHTHYS SPILOPTERUS,-0.05838455681981331,0.017755895836939917,0.008175148332801814,0.5195107130165584,0.47146178431821417,-0.30447958261490454,0.055697492520446056,2.7434039803283627e-4,0.7492756320499708,0.7242031952549679
CONGER OCEANICUS,0.4390005005183925,0.2475996628208197,0.21822718937004668,0.6111687274402577,0.4167530911603866,1.5571658503449999,1.061716914669129,0.28014223237595864,0.5181952056086674,0.2772928084130011
CONODON NOBILIS,-0.010517642924433069,0.07182899798404083,0.8893055797207333,0.004269813418148157,-0.19487622389822223,-0.06603279728988873,0.06954469978927398,0.38596759554845256,0.15276539845566114,-0.016681521853206593
CORVULA BATABANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CORYPHAENA HIPPURUS,-0.3704811188811395,0.2033661818125046,0.31959404714520034,0.7684515814222584,0.5369031628445169,1.7518909090909751,0.11370651119743652,0.041261941943670874,0.9958050106923778,0.9916100213847556
COSMOCAMPUS ALBIROSTRIS,-0.04366808510637939,0.18297277181068444,0.823098519215442,0.014039603450284245,-0.2324504956871447,-7.010638297849715e-4,0.07784015380422361,0.9932452730209218,2.0278645953379722e-5,-0.24997465169255828
CRYPTOTOMUS ROSEUS,0.027344119988405902,0.09790387731125091,0.7857092468692863,0.007740223577853656,-0.09148575406436099,-0.012428092874083741,0.057063567765477934,0.8319696084531504,0.004721021395509129,-0.09480687646494013
CYCLOPSETTA CHITTENDENI,-0.05038146923562578,0.011533611418808558,0.0014029724391294016,0.6561380104795448,0.6217518115274993,-0.16216553289037425,0.04604396852343844,0.005520246605890602,0.5536567401436725,0.5090224141580397
CYCLOPSETTA FIMBRIATA,-0.01618084354881475,0.032084573615807854,0.6249630752083922,0.024802883960806862,-0.07271682764311249,0.027230612210348348,0.02192404747435668,0.24256031485220994,0.13364940276146386,0.04701434303761021
CYNOSCION ARENARIUS,-0.0192800656767597,0.00791851826578277,0.03768424825602141,0.39711767349250415,0.33013074832500455,-0.021308594517930206,0.0860559948428511,0.8099903323027879,0.006766377978474409,-0.10359291335725063
CYNOSCION NEBULOSUS,-0.6394999999999436,2.065028440035207,0.8088138004503838,0.08750989943072793,-0.8249802011385441,0.3484999999999773,1.1410871306081047,0.8112975331372462,0.08531753578575023,-0.8293649284284996
CYNOSCION NOTHUS,-0.005357193528585378,0.01790931834389866,0.7716340678208239,0.009844136179259215,-0.10017318202304537,0.004076170224633946,0.04154666418351103,0.9239947486215059,0.0010683795250401552,-0.10992402274995539
DACTYLOPTERUS VOLITANS,-0.10662264150942066,0.15052886974712507,0.5053198481608137,0.07716692181625756,-0.07663859121436611,0.10455031446537283,0.5545327018289872,0.8566704845853397,0.00588951815217345,-0.15979556215579782
DECAPTERUS MACARELLUS,-1.1047970618424312,NA,NA,1,NA,1.8653257313317697,NA,NA,1,NA
DECAPTERUS PUNCTATUS,0.04066029120982853,0.051871013028522574,0.45128204892974144,0.05788869072173288,-0.03632244020609399,-0.16090057620519946,0.06780590839895471,0.03907941973889384,0.3602427969410083,0.296267076635109
DECAPTERUS TABL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DECODON PUELLARIS,0.050141877873277195,0.044004603241419485,0.28392558208597213,0.12607694011160175,0.028974377901779702,0.33778259416386014,0.29158519191352256,0.276500784455989,0.12975981781804782,0.03306646424227533
DIODON HOLOCANTHUS,-0.03096039053637844,0.09490044284652216,0.7526129773637862,0.013129451517495137,-0.11022936704281805,0.3548306389247292,0.2745633896768638,0.23231434970820963,0.172712393245772,0.0693014424014935
DIODON HYSTRIX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DIPLECTRUM BIVITTATUM,0.041896598922807116,0.03270096747590017,0.22903454530059528,0.14100289664914248,0.05510318631405664,0.1997739620715988,0.14373010413631337,0.1947143245991147,0.16190977234848788,0.07810074958333668
DIPLECTRUM FORMOSUM,-0.021833238634979227,0.018087776692625835,0.2551811781000646,0.12717279647408508,0.039890076121493534,0.0017422610230011936,0.016662508340516486,0.9187910486817144,0.0010921219113700145,-0.09879866589749309
DIPLODUS HOLBROOKI,-0.1550906038945926,0.11545748071139215,0.22776064393084208,0.23120045623887164,0.10306719894535021,0.07592976722030674,0.07127457232811381,0.327714627118629,0.1590623650363454,0.01890609254240294
DIPLODUS HOLBROOKII,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DIPLOGRAMMUS PAUCIRADIATUS,0.39042307692328504,0.5184827475118946,0.5891095568326976,0.361848158481252,-0.27630368303749586,-0.7052692307694659,0.3412806264297369,0.2869155052994478,0.8102674692379734,0.6205349384759469
DIPTURUS OLSENI,-0.1091571428571546,0.17133700888088477,0.5587035245402696,0.09212317479750312,-0.13484603150312102,-0.1863285714285761,0.4135776562776702,0.6756700023656401,0.04829340853889139,-0.18963323932638576
DOROSOMA CEPEDIANUM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DOROSOMA PETENENSE,-0.07027198209798695,0.06692261882913743,0.35294790052882385,0.21608613686399167,0.020107671079989675,-0.29355681920240156,0.3089071952003188,0.3957686077595969,0.1841869841491975,-0.019766269813503046
DYSOMMA ANGUILLARE,-0.34799999999993736,NA,NA,1,NA,-1.6104999999997374,NA,NA,1,NA
ECHENEIS NAUCRATES,0.14773410833465084,0.048096231746177866,0.01180783988387199,0.4854629552634357,0.43400925078977926,-0.4538749836892187,0.13300934869681402,0.006632014625391156,0.5379816048435585,0.49177976532791434
ECHENEIS NEUCRATOIDES,0.19914027444973081,0.10045725522457515,0.09471645231487723,0.39575003972223904,0.29504171300927895,-0.07110406124108715,0.0942617063920074,0.47920206374807417,0.08662005230931571,-0.06560993897246514
ECHIODON DAWSONI,0.32599999999998003,NA,NA,1,NA,-0.1639999999999903,NA,NA,1,NA
ECHIOPHIS INTERTINCTUS,-0.1314580608846722,0.0353650458854867,0.003993814383966285,0.5801387002571864,0.538152570282905,0.03530310904056419,0.024783769664113796,0.184768216778477,0.16867864919860018,0.08554651411846015
ECHIOPHIS PUNCTIFER,0.015569508752115825,0.023477194000564805,0.5754279429877185,0.18026143159562485,-0.2296078526065628,-0.18316573687184037,0.13943046841684062,0.3194174604268607,0.46319259317181355,0.19478888975772024
ELACATINUS HORSTI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ELACATINUS MACRODON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
